,0
3741,"These six cities shall be a refuge, both for the children of 			 			 Israel, and for the stranger, and for the sojourner among them"
3742,"And if he smite him with an instrument of iron, so that he die, 			 			 he is a murderer"
3743,"And if he smite him with throwing a stone, wherewith he may die, 			 			 and he die, he is a murderer"
3744,"Or if he smite him with an hand weapon of wood, wherewith he may 			 			 die, and he die, he is a murderer"
3745,The revenger of blood himself shall slay the murderer
3746,"But if he thrust him of hatred, or hurl at him by laying of 			 			 wait, that he die; "
3747,"But if he thrust him suddenly without enmity, or have cast upon 			 			 him any thing without laying of wait, "
3748,"But if the slayer shall at any time come without the border of 			 			 the city of his refuge, whither he was fled; "
3749,So these things shall be for a statute of judgment unto you 			 			 throughout your generations in all your dwellings. 
3750,"Whoso killeth any person, the murderer shall be put to death by 			 			 the mouth of witnesses"
3751,"Moreover ye shall take no satisfaction for the life of a 			 			 murderer, which is guilty of death"
3752,"And ye shall take no satisfaction for him that is fled to the 			 			 city of his refuge, that he should come again to dwell in the land, 			 			 until the death of the priest. "
3753,So ye shall not pollute the land wherein ye are
3754,"Defile not therefore the land which ye shall inhabit, wherein I 			 			 dwell"
3755,"And the chief fathers of the families of the children of Gilead, 			 			 the son of Machir, the son of Manasseh, of the families of the sons of 			 			 Joseph, came near, and spake before Moses, and before the princes, the 			 			 chief fathers of the children of Israel"
3756,"And if they be married to any of the sons of the other tribes of 			 			 the children of Israel, then shall their inheritance be taken from the 			 			 inheritance of our fathers, and shall be put to the inheritance of the 			 			 tribe whereunto they are received"
3757,"And when the jubile of the children of Israel shall be, then 			 			 shall their inheritance be put unto the inheritance of the tribe 			 			 whereunto they are received"
3758,"And Moses commanded the children of Israel according to the word 			 			 of the LORD, saying, The tribe of the sons of Joseph hath said well. "
3759,"This is the thing which the LORD doth command concerning the 			 			 daughters of Zelophehad, saying, Let them marry to whom they think 			 			 best; only to the family of the tribe of their father shall they 			 			 marry. "
3760,So shall not the inheritance of the children of Israel remove 			 			 from tribe to tribe
3761,"And every daughter, that possesseth an inheritance in any tribe 			 			 of the children of Israel, shall be wife unto one of the family of the 			 			 tribe of her father, that the children of Israel may enjoy every man 			 			 the inheritance of his fathers. "
3762,Neither shall the inheritance remove from one tribe to another 			 			 tribe; but every one of the tribes of the children of Israel shall 			 			 keep himself to his own inheritance. 
3763,"Even as the LORD commanded Moses, so did the daughters of 			 			 Zelophehad"
3764,"These be the words which Moses spake unto all Israel on this side 			 			 Jordan in the wilderness, in the plain over against the Red sea, 			 			 between Paran, and Tophel, and Laban, and Hazeroth, and Dizahab. "
3765,(There are eleven days' journey from Horeb by the way of mount 			 			 Seir unto Kadeshbarnea.) 
3766,"Behold, I have set the land before you"
3767,"And I spake unto you at that time, saying, I am not able to bear 			 			 you myself alone"
3768,"(The LORD God of your fathers make you a thousand times so many 			 			 more as ye are, and bless you, as he hath promised you!) "
3769,"And ye answered me, and said, The thing which thou hast spoken is 			 			 good for us to do. "
3770,"So I took the chief of your tribes, wise men, and known, and made 			 			 them heads over you, captains over thousands, and captains over 			 			 hundreds, and captains over fifties, and captains over tens, and 			 			 officers among your tribes. "
3771,"And I charged your judges at that time, saying, Hear the causes 			 			 between your brethren, and judge righteously between every man and his 			 			 brother, and the stranger that is with him. "
3772,Ye shall not respect persons in judgment; but ye shall hear the 			 			 small as well as the great; ye shall not be afraid of the face of man; 			 			 for the judgment is God's
3773,And I commanded you at that time all the things which ye should 			 			 do. 
3774,"And when we departed from Horeb, we went through all that great 			 			 and terrible wilderness, which ye saw by the way of the mountain of 			 			 the Amorites, as the LORD our God commanded us; and we came to 			 			 Kadeshbarnea. "
3775,"And I said unto you, Ye are come unto the mountain of the 			 			 Amorites, which the LORD our God doth give unto us. "
3776,"Behold, the LORD thy God hath set the land before thee"
3777,"And ye came near unto me every one of you, and said, We will send 			 			 men before us, and they shall search us out the land, and bring us 			 			 word again by what way we must go up, and into what cities we shall 			 			 come. "
3778,And the saying pleased me well
3779,"And they took of the fruit of the land in their hands, and 			 			 brought it down unto us, and brought us word again, and said, It is a 			 			 good land which the LORD our God doth give us. "
3780,"Notwithstanding ye would not go up, but rebelled against the 			 			 commandment of the LORD your God"
3781,"Whither shall we go up? our brethren have discouraged our heart, 			 			 saying, The people is greater and taller than we; the cities are great 			 			 and walled up to heaven; and moreover we have seen the sons of the 			 			 Anakims there. "
3782,"Then I said unto you, Dread not, neither be afraid of them. "
3783,"The LORD your God which goeth before you, he shall fight for you, 			 			 according to all that he did for you in Egypt before your eyes; "
3784,"Yet in this thing ye did not believe the LORD your God, "
3785,"And the LORD heard the voice of your words, and was wroth, and 			 			 sware, saying, "
3786,"Save Caleb the son of Jephunneh; he shall see it, and to him will 			 			 I give the land that he hath trodden upon, and to his children, 			 			 because he hath wholly followed the LORD. "
3787,"Also the LORD was angry with me for your sakes, saying, Thou also 			 			 shalt not go in thither. "
3788,"But Joshua the son of Nun, which standeth before thee, he shall 			 			 go in thither"
3789,"Moreover your little ones, which ye said should be a prey, and 			 			 your children, which in that day had no knowledge between good and 			 			 evil, they shall go in thither, and unto them will I give it, and they 			 			 shall possess it. "
3790,"But as for you, turn you, and take your journey into the 			 			 wilderness by the way of the Red sea. "
3791,"Then ye answered and said unto me, We have sinned against the 			 			 LORD, we will go up and fight, according to all that the LORD our God 			 			 commanded us. "
3792,"And the LORD said unto me, Say unto them. Go not up, neither 			 			 fight; for I am not among you; lest ye be smitten before your enemies. "
3793,"So I spake unto you; and ye would not hear, but rebelled against 			 			 the commandment of the LORD, and went presumptuously up into the hill. "
3794,"And the Amorites, which dwelt in that mountain, came out against 			 			 you, and chased you, as bees do, and destroyed you in Seir, even unto 			 			 Hormah. "
3795,"And ye returned and wept before the LORD; but the LORD would not 			 			 hearken to your voice, nor give ear unto you. "
3796,"So ye abode in Kadesh many days, according unto the days that ye 			 			 abode there. "
3797,"Then we turned, and took our journey into the wilderness by the 			 			 way of the Red sea, as the LORD spake unto me"
3798,"And the LORD spake unto me, saying, "
3799,"And command thou the people, saying, Ye are to pass through the 			 			 coast of your brethren the children of Esau, which dwell in Seir; and 			 			 they shall be afraid of you"
3800,"Ye shall buy meat of them for money, that ye may eat; and ye shall 			 			 also buy water of them for money, that ye may drink. "
3801,For the LORD thy God hath blessed thee in all the works of thy 			 			 hand
3802,"And when we passed by from our brethren the children of Esau, 			 			 which dwelt in Seir, through the way of the plain from Elath, and from 			 			 Eziongaber, we turned and passed by the way of the wilderness of Moab. "
